Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,participant,session,date,expName,psychopyVersion,frameRate
BeliefY,ExpTrialStim/Triangle_NB_1.png,Adam THINKS there are ZERO cubes,h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TA1,TO,0,280,280,108,NA,NA,NA,NA,NA,1958.5954988999872,0.00165940000442788,1959.3287978000008,1959.428740999996,0.8294491999986349,1961.3622599999944,1961.762256099988,1961.8643960999907,1961.8643960999907,b,1,3.1785221999889472,1965.062125899989,1965.062125899989,1965.062125899989,1965.062125899989,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Triangle_B_Triangle_1.png,Adam THINKS there is ONE cube,b,h,TB-Ig,2,0,2,1,0,1,1,0,1,1,B,PropFalse,TA3: TD1,TY: TR,0,281,281,184,NA,NA,NA,NA,NA,1965.062125899989,0.00156309999874793,1965.7953872999933,1965.8954991999929,0.8297460999892792,1967.8289072999903,1968.2288411999907,1968.3309722999984,1968.3309722999984,h,1,2.919832800005679,1971.2785246999993,1971.2785246999993,1971.2785246999993,1971.2785246999993,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_Triangle_NB_1.png,Adam KNOWS there is ONE cube,b,h,TB-K,2,0,2,2,0,2,0,0,0,1,NB,PropFalse,TA1: TB2,TY: TO,0,282,282,276,NA,NA,NA,NA,NA,1971.2785246999993,0.00170349999098107,1972.012090499993,1972.1121887999907,0.8294137999910163,1974.0453605999935,1974.4454167999936,1974.5476341999893,1974.5476341999893,h,1,1.8480430000054184,1976.4121337999968,1976.4121337999968,1976.4121337999968,1976.4121337999968,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/B_Square_3.png,"In REALITY, there are TWO cubes",b,h,FB-Ig,1,1,0,0,0,0,1,1,0,2,B,PropFalse,SD1,SP,0,283,283,94,NA,NA,NA,NA,NA,1976.4121337999968,0.00168669999402482,1977.1454249999952,1977.245519899996,0.8293262999941362,1979.1788315999877,1979.5788524999953,1979.6809986000007,1979.6809986000007,h,1,1.1379652000032363,1980.8454800999896,1980.8454800999896,1980.8454800999896,1980.8454800999896,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Triangle_NB_3.png,Adam THINKS there are TWO cubes,b,h,TB-K,1,0,1,1,0,1,0,0,0,2,NB,PropFalse,TB2,TR,0,284,284,164,NA,NA,NA,NA,NA,1980.8454800999896,0.00165599999309051,1981.5787318999935,1981.6787156999928,0.8294770999928005,1983.6120878999936,1984.0121570999909,1984.1142757999912,1984.1142757999912,h,1,2.121014300006209,1986.2621120999977,1986.2621120999977,1986.2621120999977,1986.2621120999977,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_Triangle_B_11.png,Adam KNOWS there are TWO cubes,b,h,TB-K-B,2,1,1,2,1,1,0,0,0,2,B,PropFalse,SB2: TA3,SG: TR,0,285,285,306,NA,NA,NA,NA,NA,1986.2621120999977,0.0016466999950353,1986.995410699994,1987.0954767999935,0.8296211999986554,1989.028671699998,1989.4288161999864,1989.5309466999895,1989.5309466999895,h,1,1.6879809000092791,1991.2454447999917,1991.2454447999917,1991.2454447999917,1991.2454447999917,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_B_Square_8.png,Adam THINKS there is ONE cube,h,b,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,-,SA1: SD2,SP: SG,0,286,286,157,NA,NA,NA,NA,NA,1991.2454447999917,0.00168420000409241,1991.9786905999936,1992.078722499995,0.8296019999979762,1994.012145899993,1994.4121122999932,1994.514286199992,1994.514286199992,b,1,2.1446125999937067,1996.678641599996,1996.678641599996,1996.678641599996,1996.678641599996,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Triangle_B_10.png,Adam KNOWS there is ONE cube,h,b,FB-Ig,2,1,1,2,1,1,0,0,0,1,B,-,SB1: TA2,SP: TY,0,287,287,267,NA,NA,NA,NA,NA,1996.678641599996,0.00150509999366477,1997.412008399988,1997.512130099989,0.8298955999925965,1999.4453192999936,1999.845356199992,1999.947610499992,1999.947610499992,b,1,4.6313885999989,2004.5952121999871,2004.5952121999871,2004.5952121999871,2004.5952121999871,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_Triangle_NB_2.png,Adam KNOWS there are TWO cubes,b,h,TB-K,2,0,2,2,0,2,0,0,0,2,NB,PropFalse,TA2: TB3,TO: TR,0,288,288,277,NA,NA,NA,NA,NA,2004.5952121999871,6.8209999881219e-4,2005.3286356999888,2005.428770499988,0.8308585000049789,2007.3620964,2007.7621190999928,2007.8642901999992,2007.8642901999992,h,1,2.2185487000097055,2010.1120223999897,2010.1120223999897,2010.1120223999897,2010.1120223999897,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_B_Square_6.png,Adam THINKS there are TWO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,PropTrueNoBelief,SB3: SC1,SP: SG,0,289,289,209,NA,NA,NA,NA,NA,2010.1120223999897,0.00168449999182485,2010.8452985999904,2010.9454243999935,0.8295445999974618,2012.8787259999951,2013.278721799987,2013.3808422,2013.3808422,h,1,3.5020722999906866,2016.911838999993,2016.911838999993,2016.911838999993,2016.911838999993,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Square_B_3.png,Adam KNOWS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA3: SB1,SG: SB,0,290,290,248,NA,NA,NA,NA,NA,2016.911838999993,0.00171660000341944,2017.6450946999976,2017.7452960999944,0.8295168000040576,2019.678736499991,2020.078744699989,2020.180752699991,2020.180752699991,b,1,1.1420860000071116,2021.3452887999883,2021.3452887999883,2021.3452887999883,2021.3452887999883,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/B_Square_2.png,Adam KNOWS there are ZERO cubes,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,0,B,PropFalse,SC3,SG,0,291,291,309,NA,NA,NA,NA,NA,2021.3452887999883,0.00164950000180397,2022.0785813999971,2022.1787031999993,0.8295892999885837,2024.1119457999885,2024.5120555999893,2024.614214999994,2024.614214999994,h,1,2.11703339999076,2026.7618741999904,2026.7618741999904,2026.7618741999904,2026.7618741999904,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Square_B_1.png,Adam THINKS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA1: SB2,SP: SG,0,292,292,134,NA,NA,NA,NA,NA,2026.7618741999904,3.7480000173673e-4,2027.4952328999937,2027.5953698999947,0.8313666000030935,2029.5285402000009,2029.928726699989,2030.0309630999984,2030.0309630999984,b,1,1.635985899993102,2031.6951840999973,2031.6951840999973,2031.6951840999973,2031.6951840999973,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Square_NB_2.png,Adam THINKS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA2: SB3,SB: SG,0,293,293,121,NA,NA,NA,NA,NA,2031.6951840999973,0.00168200000189244,2032.4285832999883,2032.528713499996,0.8294137999910163,2034.462113499991,2034.8620370999995,2034.9641174999997,2034.9641174999997,b,1,3.958622599995578,2038.9453410999995,2038.9453410999995,2038.9453410999995,2038.9453410999995,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Square_NB_4.png,Adam THINKS there is ONE cube,b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA2: SB1,SP: SG,0,294,294,177,NA,NA,NA,NA,NA,2038.9453410999995,0.00165479999850504,2039.678513699997,2039.7785376999964,0.8295903000107501,2041.7120356999949,2042.1118429999915,2042.2140953999915,2042.2140953999915,h,1,1.0606296000041766,2043.295261799998,2043.295261799998,2043.295261799998,2043.295261799998,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_11.png,Adam KNOWS there are ZERO cubes,h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA3: TB2,TO: TY,0,295,295,244,NA,NA,NA,NA,NA,2043.295261799998,0.00164990000484976,2044.0285401,2044.1286789000003,0.8295959000097355,2046.0619305,2046.461958899992,2046.5642290999967,2046.5642290999967,b,1,2.086473000003025,2048.6785985999886,2048.6785985999886,2048.6785985999886,2048.6785985999886,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_B_Triangle_1.png,"In REALITY, there are ZERO cubes",b,h,TB-Ig,2,1,1,1,1,0,1,0,1,0,B,PropFalse,SB1: TD3,SB: TO,0,296,296,78,NA,NA,NA,NA,NA,2048.6785985999886,0.00168159999884665,2049.4118401999876,2049.5119903999876,0.829499899991788,2051.445282399989,2051.8452267999965,2051.9473303999985,2051.9473303999985,h,1,1.991318600004888,2053.961905499993,2053.961905499993,2053.961905499993,2053.961905499993,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_B_Square_5.png,Adam KNOWS there are TWO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,PropTrueNoKnowledge,SB2: SD3,SB: SG,0,297,297,316,NA,NA,NA,NA,NA,2053.961905499993,0.00169350000214762,2054.695226099997,2054.7952768999967,0.8295547000016086,2056.72858309999,2057.1285031000007,2057.2307421000005,2057.2307421000005,h,1,4.500541000001249,2061.761864999993,2061.761864999993,2061.761864999993,2061.761864999993,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Triangle_B_1.png,Adam THINKS there are ZERO cubes,h,b,TB-Ig,1,0,1,1,0,1,0,0,0,0,B,-,TA2,TR,0,298,298,126,NA,NA,NA,NA,NA,2061.761864999993,0.00163990000146441,2062.495134500001,2062.5952877999953,0.8295069000014337,2064.5285898,2064.9285320999916,2065.0307407999935,2065.0307407999935,b,1,4.283892700012075,2069.345232499996,2069.345232499996,2069.345232499996,2069.345232499996,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_B_Triangle_2.png,Adam KNOWS there are ZERO cubes,b,h,TB-Ig,2,0,2,1,0,1,1,0,1,0,B,PropTrueNoKnowledge,TB1: TC2,TO: TY,0,299,299,293,NA,NA,NA,NA,NA,2069.345232499996,0.00163410000095609,2070.0784385000006,2070.1785677000007,0.8294689000031212,2072.111799099992,2072.5118154999946,2072.6140363999875,2072.6140363999875,h,1,2.3886032000009436,2075.0285073999985,2075.0285073999985,2075.0285073999985,2075.0285073999985,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Triangle_NB_2.png,Adam KNOWS there are ZERO cubes,h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TA3,TY,0,300,300,217,NA,NA,NA,NA,NA,2075.0285073999985,0.00167850000434555,2075.761763699993,2075.8618935999984,0.8295862000086345,2077.7950195999874,2078.1952208999865,2078.2974051999922,2078.2974051999922,b,1,2.050296299988986,2080.3783288999985,2080.3783288999985,2080.3783288999985,2080.3783288999985,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_Triangle_NB_1.png,"In REALITY, there is ONE cube",h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SA2: TB1,SG: TR,0,301,301,9,NA,NA,NA,NA,NA,2080.3783288999985,3.9740001375321e-4,2081.1117756999884,2081.211850599997,0.8311770000000251,2083.14521029999,2083.5449920999963,2083.6474100999912,2083.6474100999912,b,1,2.139065200011828,2085.811846599987,2085.811846599987,2085.811846599987,2085.811846599987,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
