Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,participant,session,date,expName,psychopyVersion,frameRate
BeliefN,ExpTrialStim/Square_Square_NB_2.png,Adam THINKS there are ZERO cubes,b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA2: SB3,SB: SG,0,101,101,175,NA,NA,NA,NA,NA,780.6494356999901,0.00189169999794103,781.3824250999896,781.4825630999985,0.8294815000117524,783.4157233000005,783.8158659999899,783.9179279999953,783.9179279999953,h,1,1.2559730000066338,785.1989862999908,785.1989862999908,785.1989862999908,785.1989862999908,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Triangle_NB_2.png,Adam KNOWS there is ONE cube,h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SB1: TB3,SB: TO,0,102,102,226,NA,NA,NA,NA,NA,785.1989862999908,8.0609999713487e-4,785.9326039000007,786.0325421999878,0.8310837999888463,787.9657000999869,788.365856999997,788.4678847999894,788.4678847999894,b,1,1.7312381000083406,790.2156232999987,790.2156232999987,790.2156232999987,790.2156232999987,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_Square_B_2.png,"In REALITY, there are TWO cubes",h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA2: SB3,SB: SP,0,103,103,35,NA,NA,NA,NA,NA,790.2156232999987,0.00223250000271946,790.9490676999994,791.0490825999877,0.8292539999965811,792.9824898999941,793.3824448999949,793.4845849999983,793.4845849999983,b,1,1.282134599998244,794.7825060999894,794.7825060999894,794.7825060999894,794.7825060999894,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_Triangle_B_3.png,"In REALITY, there are ZERO cubes",h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA3: TB1,TR: TY,0,104,104,28,NA,NA,NA,NA,NA,794.7825060999894,0.00186990000656805,795.5157290999923,795.6158837999974,0.8294634000048973,797.5490386999882,797.9491075999977,798.0511848999886,798.0511848999886,b,1,1.131384699998307,799.1989754999959,799.1989754999959,799.1989754999959,799.1989754999959,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_NB_3.png,Adam THINKS there is ONE cube,h,b,TB-K,1,1,0,1,1,0,0,0,0,1,NB,-,SB2,SG,0,105,105,113,NA,NA,NA,NA,NA,799.1989754999959,9.072999964701e-4,799.932364399996,800.0324626999936,0.8308855999930529,801.965787699999,802.3656322999886,802.4682245999866,802.4682245999866,b,1,2.4340491999901133,804.9323698999942,804.9323698999942,804.9323698999942,804.9323698999942,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_Triangle_NB_3.png,Adam KNOWS there are TWO cubes,b,h,TB-K,2,1,1,2,1,1,0,0,0,2,NB,PropFalse,SB3: TA2,SP: TY,0,106,106,281,NA,NA,NA,NA,NA,804.9323698999942,0.00208540000312495,805.6657335999917,805.7658331999992,0.8298192999936873,807.6991042999871,808.0991535999929,808.2011914999894,808.2011914999894,h,1,1.5492110999912256,809.7823206999892,809.7823206999892,809.7823206999892,809.7823206999892,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Triangle_B_Square_2.png,"In REALITY, there are TWO cubes",b,h,FB-Ig,2,1,1,1,0,1,1,1,0,2,B,PropFalse,SC3: TB3,SP: TY,0,107,107,105,NA,NA,NA,NA,NA,809.7823206999892,8.5689999104943e-4,810.5156755999924,810.6157800999936,0.8308688999968581,812.5489065000002,812.9490560999984,813.0512454999989,813.0512454999989,h,1,1.4431006999948297,814.5156897999987,814.5156897999987,814.5156897999987,814.5156897999987,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/B_Square_2.png,Adam THINKS there are ZERO cubes,h,b,FB-Ig,1,1,0,0,0,0,1,1,0,0,B,-,SC3,SG,0,108,108,147,NA,NA,NA,NA,NA,814.5156897999987,0.00170569999318104,815.2489047999989,815.3489273999876,0.8295326999941608,817.2824686999957,817.6823605999962,817.7845094999939,817.7845094999939,b,1,4.373367599997437,822.1819920999988,822.1819920999988,822.1819920999988,822.1819920999988,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_Triangle_NB_1.png,"In REALITY, there are ZERO cubes",h,b,TB-K,2,0,2,2,0,2,0,0,0,0,NB,-,TA1: TB2,TY: TO,0,109,109,6,NA,NA,NA,NA,NA,822.1819920999988,4.0049999370239e-4,822.9156037999928,823.0156987999944,0.8312595000024885,824.9491122999898,825.3490858000005,825.4512091999932,825.4512091999932,b,1,4.218728700012434,829.6989532999869,829.6989532999869,829.6989532999869,829.6989532999869,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Square_NB_6.png,Adam THINKS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA1: SB3,SG: SB,0,110,110,125,NA,NA,NA,NA,NA,829.6989532999869,7.0530000084545e-4,830.4322729999985,830.5324281999929,0.8308584000042174,832.4657597999903,832.8656230999914,832.9679084999952,832.9679084999952,b,1,2.5981643999984954,835.5821192000003,835.5821192000003,835.5821192000003,835.5821192000003,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Square_B_2.png,Adam KNOWS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA2: SB3,SB: SP,0,111,111,247,NA,NA,NA,NA,NA,835.5821192000003,3.8769999810028e-4,836.31555259999,836.4157588999951,0.8312874999974156,838.3489021999994,838.7490036999952,838.8510932999925,838.8510932999925,b,1,1.4672170999983791,840.3489504999889,840.3489504999889,840.3489504999889,840.3489504999889,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_NB_3.png,"In REALITY, there are ZERO cubes",h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TB2,TR,0,112,112,2,NA,NA,NA,NA,NA,840.3489504999889,0.00166779999563004,841.0822460999916,841.1823412999947,0.8295060999953421,843.1156775999989,843.5156389999902,843.6178528999881,843.6178528999881,b,1,5.428413100002217,849.065623699993,849.065623699993,849.065623699993,849.065623699993,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_Square_NB_6.png,"In REALITY, there are TWO cubes",h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA1: SB3,SG: SB,0,113,113,17,NA,NA,NA,NA,NA,849.065623699993,0.0016918000037549,849.7988977999921,849.8989999999903,0.8294887999945786,851.832365899987,852.232339899987,852.3344855999894,852.3344855999894,b,1,1.6319664000038756,853.9822767999867,853.9822767999867,853.9822767999867,853.9822767999867,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_Triangle_B_2.png,"In REALITY, there are ZERO cubes",h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA2: TB3,TO: TR,0,114,114,27,NA,NA,NA,NA,NA,853.9822767999867,0.00180540001019835,854.7155297999998,854.8156335999956,0.8294528000114951,856.7489174999937,857.1489243999968,857.2510861999908,857.2510861999908,b,1,1.538768500002334,858.8155757999921,858.8155757999921,858.8155757999921,858.8155757999921,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_Square_NB_6.png,Adam KNOWS there is ONE cube,b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA1: SB3,SG: SB,0,115,115,287,NA,NA,NA,NA,NA,858.8155757999921,7.5089999882038e-4,859.5487335999933,859.648824799995,0.8308345999976154,861.5822466999962,861.9822620999912,862.0847075999918,862.0847075999918,h,1,1.8094670999998923,863.9155586999987,863.9155586999987,863.9155586999987,863.9155586999987,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Triangle_NB_3.png,Adam THINKS there is ONE cube,h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SB3: TA2,SP: TY,0,116,116,119,NA,NA,NA,NA,NA,863.9155586999987,0.00166320000425912,864.6488523000007,864.7489729999943,0.8295847000117647,866.6823004999897,867.0821738999948,867.1843950999901,867.1843950999901,b,1,2.4692264999903273,869.6820390999928,869.6820390999928,869.6820390999928,869.6820390999928,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_Square_NB_3.png,Adam KNOWS there are ZERO cubes,b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA3: SB1,SG: SP,0,117,117,284,NA,NA,NA,NA,NA,869.6820390999928,6.7439999838825e-4,870.4155231999903,870.5156200999918,0.8310133999912068,872.4489273999934,872.8488519999955,872.951092999996,872.951092999996,h,1,1.4070504999981497,874.3821612999891,874.3821612999891,874.3821612999891,874.3821612999891,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_B_Square_5.png,"In REALITY, there is ONE cube",b,h,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,PropFalse,SB2: SD3,SB: SG,0,118,118,100,NA,NA,NA,NA,NA,874.3821612999891,0.00180179999733809,875.115496399987,875.2155462999945,0.8294794999965234,877.1487334999983,877.5488105999975,877.6510995999997,877.6510995999997,h,1,1.3950865999941016,879.0653371999942,879.0653371999942,879.0653371999942,879.0653371999942,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_B_Square_3.png,"In REALITY, there are ZERO cubes",b,h,FB-Ig,2,2,0,1,1,0,1,1,0,0,B,PropFalse,SA3: SD1,SP: SB,0,119,119,98,NA,NA,NA,NA,NA,879.0653371999942,0.00162850000197067,879.7987816999957,879.8989313999919,0.829544000007445,881.8322721999866,882.2321744999936,882.3341826999967,882.3341826999967,h,1,1.5515764000010677,883.9154529999942,883.9154529999942,883.9154529999942,883.9154529999942,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_Triangle_NB_1.png,"In REALITY, there are ZERO cubes",b,h,TB-K,2,1,1,2,1,1,0,0,0,0,NB,PropFalse,SA2: TB1,SG: TR,0,120,120,63,NA,NA,NA,NA,NA,883.9154529999942,6.466999911936e-4,884.6486589999986,884.7488878999866,0.8309483999910299,886.6822385999985,887.0821493999974,887.1844381999981,887.1844381999981,h,1,0.973635699992883,888.1819435999932,888.1819435999932,888.1819435999932,888.1819435999932,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Triangle_B_1.png,"In REALITY, there is ONE cube",b,h,TB-Ig,1,0,1,1,0,1,0,0,0,1,B,PropFalse,TA2,TR,0,121,121,72,NA,NA,NA,NA,NA,888.1819435999932,0.00173240000731311,888.9153216999985,889.0154309999925,0.8295617000112543,890.9488730999874,891.3488839999918,891.4509339999931,891.4509339999931,h,1,2.747899199996027,894.2154857999994,894.2154857999994,894.2154857999994,894.2154857999994,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_1.png,Adam KNOWS there are ZERO cubes,h,b,TB-Ig,2,0,2,2,0,2,0,0,0,0,B,-,TA1: TB2,TY: TO,0,122,122,234,NA,NA,NA,NA,NA,894.2154857999994,0.00166209999588318,894.9487209999934,895.0488351999957,0.8291000999888638,896.9823738999985,897.382045899998,897.484421599991,897.484421599991,b,1,6.04160789999878,903.5487821999996,903.5487821999996,903.5487821999996,903.5487821999996,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_Triangle_B_7.png,"In REALITY, there are ZERO cubes",h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA1: TB2,TR: TY,0,123,123,32,NA,NA,NA,NA,NA,903.5487821999996,0.00166159999207593,904.282057199991,904.3820115999988,0.8294745999883162,906.3154425999963,906.7153273999866,906.8177085999924,906.8177085999924,b,1,2.339804599992931,909.18188199999,909.18188199999,909.18188199999,909.18188199999,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Triangle_NB_2.png,"In REALITY, there is ONE cube",b,h,TB-K,1,0,1,1,0,1,0,0,0,1,NB,PropFalse,TA3,TY,0,124,124,55,NA,NA,NA,NA,NA,909.18188199999,3.8900000799912e-4,909.9154181999912,910.0154572999892,0.8313927000126569,911.948785399989,912.3487931999988,912.4508781999904,912.4508781999904,h,1,1.5793887000036193,914.0488542999956,914.0488542999956,914.0488542999956,914.0488542999956,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Square_NB_2.png,Adam KNOWS there are TWO cubes,h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA2: SB3,SB: SG,0,125,125,229,NA,NA,NA,NA,NA,914.0488542999956,0.00169659999664872,914.7820143999998,914.8821508999972,0.8295121999981347,916.815262499993,917.2154027999932,917.3176882999978,917.3176882999978,b,1,1.1363829000038097,918.4821059999958,918.4821059999958,918.4821059999958,918.4821059999958,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_B_2.png,"In REALITY, there is ONE cube",h,b,TB-Ig,1,1,0,1,1,0,0,0,0,1,B,-,SB2,SB,0,126,126,21,NA,NA,NA,NA,NA,918.4821059999958,0.00177370000164955,919.2153156999992,919.3153920999904,0.8295002000086242,921.2487636000004,921.6487612999916,921.7514461999964,921.7514461999964,b,1,1.6467664999945557,923.41513519999,923.41513519999,923.41513519999,923.41513519999,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_Triangle_NB_2.png,"In REALITY, there is ONE cube",h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SB1: TB3,SB: TO,0,127,127,10,NA,NA,NA,NA,NA,923.41513519999,3.7360000715125e-4,924.1486532999988,924.2487590999954,0.8310488999995869,926.1821058999922,926.5819860999908,926.6842166999996,926.6842166999996,b,1,1.2336119000101462,927.9487608999916,927.9487608999916,927.9487608999916,927.9487608999916,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/B_Square_1.png,Adam KNOWS there are ZERO cubes,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,0,B,PropFalse,SC2,SG,0,128,128,308,NA,NA,NA,NA,NA,927.9487608999916,0.00170470000011846,928.681969799989,928.7820833999868,0.8292688999936217,930.7152867999976,931.1154245999932,931.217583699996,931.217583699996,h,1,2.2683316999900853,933.5153627999972,933.5153627999972,933.5153627999972,933.5153627999972,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_B_Square_4.png,"In REALITY, there are ZERO cubes",b,h,FB-Ig,2,2,0,1,1,0,1,1,0,0,B,PropFalse,SB1: SD2,SG: SP,0,129,129,99,NA,NA,NA,NA,NA,933.5153627999972,0.00166740000713616,934.2486768999952,934.3487437000005,0.8294042000052286,936.2821015999943,936.6820587999972,936.78429749999475,936.78429749999475,h,1,2.509685700002592,939.3152244999948,939.3152244999948,939.3152244999948,939.3152244999948,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_Square_NB_3.png,"In REALITY, there are TWO cubes",h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA3: SB1,SG: SP,0,130,130,14,NA,NA,NA,NA,NA,939.3152244999948,0.00169970000570174,940.0484460999868,940.1487570999888,0.8294842000032077,942.0820619999868,942.4820315999968,942.584046399992,942.584046399992,b,1,2.118002500006696,944.7317920999922,944.7317920999922,944.7317920999922,944.7317920999922,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_B_Square_1.png,"In REALITY, there are ZERO cubes",b,h,FB-Ig,2,2,0,1,1,0,1,1,0,0,B,PropFalse,SA1: SC2,SG: SB,0,131,131,96,NA,NA,NA,NA,NA,944.7317920999922,3.9190000097732e-4,945.4652394000004,945.5653603999964,0.8313617999956477,947.49872589999,947.8987587999871,948.0007989999868,948.0007989999868,h,1,1.5251380000117931,949.548569999999,949.548569999999,949.548569999999,949.548569999999,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Triangle_B_3.png,Adam KNOWS there is ONE cube,h,b,FB-Ig,2,1,1,2,1,1,0,0,0,1,B,-,SA3: TB1,SP: TY,0,132,132,260,NA,NA,NA,NA,NA,949.548569999999,0.00169269999605603,950.2818060999998,950.381805099998,0.829547300003469,952.3152106999914,952.7153544999892,952.8174779999972,952.8174779999972,b,1,6.684520499999053,959.5317787999955,959.5317787999955,959.5317787999955,959.5317787999955,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/B_Square_1.png,Adam THINKS there are ZERO cubes,h,b,FB-Ig,1,1,0,0,0,0,1,1,0,0,B,-,SC2,SG,0,133,133,146,NA,NA,NA,NA,NA,959.5317787999955,0.00168119999580085,960.2652012999896,960.3651952999936,0.829513799995766,962.2986470999896,962.6985802999988,962.8008395999932,962.8008395999932,b,1,3.9977496000065,966.8152851999912,966.8152851999912,966.8152851999912,966.8152851999912,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_B_Square_1.png,Adam THINKS there is ONE cube,h,b,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,-,SA1: SC2,SG: SB,0,134,134,150,NA,NA,NA,NA,NA,966.8152851999912,0.0017084999999497,967.548452899995,967.6486358999972,0.8293610999971861,969.5819964999972,969.9819819999976,970.0840808999928,970.0840808999928,b,1,5.082143399995402,975.1819150999944,975.1819150999944,975.1819150999944,975.1819150999944,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_NB_3.png,Adam KNOWS there is ONE cube,h,b,TB-K,1,1,0,1,1,0,0,0,0,1,NB,-,SB2,SG,0,135,135,221,NA,NA,NA,NA,NA,975.1819150999944,0.00188369999523274,975.9318105999992,976.0319517999887,0.8461013999913121,977.9652548999876,978.3652330999904,978.4673728999916,978.4673728999916,b,1,1.722397000005003,980.2150143999896,980.2150143999896,980.2150143999896,980.2150143999896,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_B_Square_2.png,"In REALITY, there is ONE cube",h,b,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,-,SC3: TB3,SP: TY,0,136,136,51,NA,NA,NA,NA,NA,980.2150143999896,0.0014684999914607,980.9484887,981.0486279999895,0.8298609999910695,982.998578999992,983.3985908999894,983.5006391999924,983.5006391999924,b,1,1.5378656000102635,985.065184799998,985.065184799998,985.065184799998,985.065184799998,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_NB_1.png,Adam KNOWS there is ONE cube,b,h,TB-K,1,0,1,1,0,1,0,0,0,1,NB,PropFalse,TA1,TO,0,137,137,270,NA,NA,NA,NA,NA,985.065184799998,0.0016609000012977,985.7984493999976,985.8985726999964,0.8296052000077907,987.8318217999912,988.2319537999864,988.3342696999898,988.3342696999898,h,1,1.4793327000079444,989.8316947999992,989.8316947999992,989.8316947999992,989.8316947999992,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Triangle_B_Triangle_2.png,"In REALITY, there are TWO cubes",b,h,TB-Ig,2,0,2,1,0,1,1,0,1,2,B,PropFalse,TB1: TC2,TO: TY,0,138,138,77,NA,NA,NA,NA,NA,989.8316947999992,6.7360000684857e-4,990.565047799988,990.6652347999916,0.8310050000000047,992.5985482999968,992.9985252999904,993.100436599998,993.100436599998,h,1,1.1773459000105504,994.298402799992,994.298402799992,994.298402799992,994.298402799992,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Triangle_B_Square_2.png,Adam THINKS there is ONE cube,b,h,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,PropTrueNoBelief,SC3: TB3,SP: TY,0,139,139,213,NA,NA,NA,NA,NA,994.298402799992,0.00172240000392775,995.0317679,995.13191679999,0.8295608000044012,997.0652180999896,997.4651348999904,997.5672862999928,997.5672862999928,h,1,2.102111200001673,999.698390599995,999.698390599995,999.698390599995,999.698390599995,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_Triangle_NB_2.png,Adam KNOWS there are ZERO cubes,b,h,TB-K,2,1,1,2,1,1,0,0,0,0,NB,PropFalse,SB1: TB3,SB: TO,0,140,140,280,NA,NA,NA,NA,NA,999.698390599995,5.7469999592285e-4,1000.4317278999952,1000.5317166999884,0.8309919000021182,1002.4652325999924,1002.8651828000002,1002.9673798999866,1002.9673798999866,h,1,1.3985063000000082,1004.381578799992,1004.381578799992,1004.381578799992,1004.381578799992,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_B_1.png,Adam KNOWS there are ZERO cubes,b,h,TB-Ig,1,0,1,2,0,2,0,0,0,0,B,PropTrueNoKnowledge,TA2,TR,0,141,141,288,NA,NA,NA,NA,NA,1004.381578799992,0.00150280000525526,1005.115076099988,1005.2151879999874,0.829731100006029,1007.148535299988,1007.5483355999896,1007.6506660999876,1007.6506660999876,h,1,6.595079599996097,1014.2651218999964,1014.2651218999964,1014.2651218999964,1014.2651218999964,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_B_Triangle_2.png,Adam KNOWS there is ONE cube,b,h,TB-Ig,2,1,1,1,1,0,1,0,1,1,B,PropTrueNoKnowledge,SD3: TD2,SP: TY,0,142,142,295,NA,NA,NA,NA,NA,1014.2651218999964,0.00172099999326746,1015.0149117999972,1015.1151429999882,0.845544299998437,1017.0482494999889,1017.4484669999948,1017.550585399993,1017.550585399993,b,0,14.46362660000159,1032.0316762000002,1032.0316762000002,1032.0316762000002,1032.0316762000002,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/B_Square_3.png,Adam THINKS there are ZERO cubes,h,b,FB-Ig,1,1,0,0,0,0,1,1,0,0,B,-,SD1,SP,0,143,143,148,NA,NA,NA,NA,NA,1032.0316762000002,0.00174570000672247,1032.7650582999922,1032.8650636999955,0.829429400007939,1034.7982830999972,1035.1983952999872,1035.3004038999934,1035.3004038999934,b,1,1.905342500002007,1037.2315256000002,1037.2315256000002,1037.2315256000002,1037.2315256000002,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Triangle_Triangle_NB_2.png,Adam THINKS there are ZERO cubes,h,b,TB-K,2,0,2,2,0,2,0,0,0,0,NB,-,TA2: TB3,TO: TR,0,144,144,115,NA,NA,NA,NA,NA,1037.2315256000002,0.00165900000138208,1037.964882299988,1038.065090499993,0.8294384000037098,1039.9984546999913,1040.3983847999916,1040.500510999991,1040.500510999991,b,1,1.8251446000067515,1042.3483104999905,1042.3483104999905,1042.3483104999905,1042.3483104999905,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_9.png,Adam KNOWS there are ZERO cubes,h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA3: TB1,TO: TR,0,145,145,242,NA,NA,NA,NA,NA,1042.3483104999905,0.00168240000493824,1043.081610199995,1043.1815906999982,0.8295565000007628,1045.115027199994,1045.5150750999892,1045.6172365999955,1045.6172365999955,b,1,1.820881500010728,1047.4650553999963,1047.4650553999963,1047.4650553999963,1047.4650553999963,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Triangle_B_5.png,Adam THINKS there are ZERO cubes,b,h,TB-K-B,2,1,1,2,1,1,0,0,0,0,B,PropFalse,SB2: TA1,SG: TR,0,146,146,196,NA,NA,NA,NA,NA,1047.4650553999963,0.00165130000095814,1048.198248799992,1048.2984334999928,0.8295128000027034,1050.2317514999886,1050.6316845999972,1050.733784199998,1050.733784199998,h,1,1.487350499999593,1052.2481491999931,1052.2481491999931,1052.2481491999931,1052.2481491999931,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
